panel,sample,wave_id_t1,wave_year_t1,wave_id_t2,wave_year_t2,time_diff_mean,time_diff_median,time_diff_min,time_diff_max,time_diff_sd,year_age_group,age_group,age_mean,age_median,age_min,age_max,age_sd,gender_group,prop_female,n,attrition_rate,varcode,cor_pearson,cor_spearman,icc2_1,cor_pearson_log,cor_spearman_log,icc2_1_log,coeff_var_t1,coeff_var_t2,skewness_t1,skewness_t2,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,item_num,continent,country,language,data_collect_mode,sample_type
BES,BES05,2005,2005,2010,2010,5.036177997107122,5.038356164383561,4.991780821917808,5.087671232876712,0.01885520279885825,20,10-29,24.987577639751553,25,18,29,2.7408656881534514,male,0,161,0.7247863247863248,RISK_GEN_ORD4A,0.6046123238569383,0.5904349925610448,0.6038514442916108,0.599815762388554,0.5904349925610448,0.5991669629973495,0.22258755898165827,0.23576789352552469,-0.6040912382641389,-0.42091175464441827,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
BES,BES05,2005,2005,2010,2010,5.038131596676398,5.041095890410959,4.989041095890411,5.076712328767123,0.01747422467617828,20,10-29,24.950819672131146,25,19,29,2.742179065586846,female,1,183,0.7598425196850394,RISK_GEN_ORD4A,0.36871208505131364,0.3526467414441097,0.36422915696319874,0.37999224868855125,0.3526467414441097,0.3771781640638891,0.23916174760130868,0.22941149235623412,-0.6043149408857077,-0.6667769907368235,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
BES,BES05,2005,2005,2010,2010,5.0372172666454285,5.03972602739726,4.989041095890411,5.087671232876712,0.01813323709890455,20,10-29,24.968023255813954,25,18,29,2.7376269521071808,all,0.5319767441860465,344,0.7446176688938382,RISK_GEN_ORD4A,0.4960349649485471,0.4783781026203199,0.49328025935120273,0.49184940096401825,0.4783781026203199,0.48977008716568965,0.2329539576922721,0.23619017750507912,-0.5910359825116095,-0.45273034285471575,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
BES,BES05,2005,2005,2010,2010,5.036098427194317,5.041095890410959,4.991780821917808,5.087671232876712,0.017981381144522256,20,30-49,40.5246913580247,41,30,49,5.486474156333634,male,0,648,0.5822050290135397,RISK_GEN_ORD4A,0.4838966046801801,0.48150111970498155,0.46403216524430657,0.48203125221843385,0.48150111970498155,0.45852458622610903,0.2263041983526687,0.2720550641647675,-0.5757511104487221,-0.4545447202570992,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
BES,BES05,2005,2005,2010,2010,5.037887389968228,5.041095890410959,4.989041095890411,5.087671232876712,0.017817590292821695,20,30-49,39.549429657794676,39,30,49,5.665638253272734,female,1,526,0.6679292929292929,RISK_GEN_ORD4A,0.4989988673383249,0.5003188944724498,0.478058138232345,0.48552435678295797,0.5003188944724498,0.4617761820755565,0.26322106699439757,0.31644286141430583,-0.5288450740086628,-0.3051129904196534,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
BES,BES05,2005,2005,2010,2010,5.036899955660311,5.041095890410959,4.989041095890411,5.087671232876712,0.017922672993875274,20,30-49,40.087734241908,40,30,49,5.586181600206742,all,0.44804088586030666,1174,0.6255183413078149,RISK_GEN_ORD4A,0.5065509139445853,0.507310140205363,0.4859574794810956,0.49877251004765244,0.507310140205363,0.474893329774717,0.245977796830285,0.2951441740724554,-0.5607804840222139,-0.3911506623808141,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
BES,BES05,2005,2005,2010,2010,5.034870380238864,5.038356164383561,4.989041095890411,5.0849315068493155,0.017949830249426098,20,50-69,59.11441647597254,59,50,69,4.960388147664451,male,0,874,0.40544217687074835,RISK_GEN_ORD4A,0.5636120493625086,0.5618190533917328,0.5423472918282765,0.5633591137925704,0.5618190533917328,0.5391802927802933,0.24411536055145722,0.2797930225200352,-0.3845970019159593,-0.3691730460701064,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
BES,BES05,2005,2005,2010,2010,5.036019963895083,5.038356164383561,4.994520547945205,5.079452054794521,0.017207546663464666,20,50-69,58.87984496124031,58,50,69,4.799987276475614,female,1,774,0.4658385093167702,RISK_GEN_ORD4A,0.47965163484335016,0.48495690480179793,0.4619486398711606,0.45684772229871917,0.48495690480179793,0.43867005586201935,0.2675804018833273,0.2994035724142624,-0.22967913951389995,-0.17232727419834934,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
BES,BES05,2005,2005,2010,2010,5.035410293922064,5.038356164383561,4.989041095890411,5.0849315068493155,0.01760914393858878,20,50-69,59.00424757281554,59,50,69,4.885636250349495,all,0.4696601941747573,1648,0.4354230900993491,RISK_GEN_ORD4A,0.5323637170007445,0.5370810089384048,0.5127379945180045,0.5190752273552208,0.5370810089384048,0.4978642650818131,0.2570480476490088,0.29107324947802554,-0.3097925165408284,-0.26760543397955083,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
BES,BES05,2005,2005,2010,2010,5.033136265320836,5.038356164383561,4.997260273972603,5.0849315068493155,0.016453280334036098,20,70-90,73.76842105263158,73,70,85,4.006517646362726,male,0,95,0.4919786096256684,RISK_GEN_ORD4A,0.36081891381318343,0.39651360322841556,0.3485148514851457,0.32035573809337636,0.39651360322841556,0.3096451090111507,0.23861051530553934,0.26110302450946204,-0.2626199798106512,0.027989135910433574,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
BES,BES05,2005,2005,2010,2010,5.033317025440313,5.03972602739726,4.991780821917808,5.071232876712329,0.018609444120890724,20,70-90,72.76785714285714,72,70,84,2.873015972670668,female,1,56,0.47663551401869164,RISK_GEN_ORD4A,0.5665862334095468,0.5558830079078739,0.5676458419528353,0.5663318581489697,0.5558830079078739,0.5677275588619147,0.27302091134329387,0.26115150312552854,-0.5362429598175461,-0.2760042134052949,pro,gen,gen,ord,4,NA,NA,NA,1,Europe,U.K.,English,Online,Lifespan
