panel,sample,wave_id_t1,wave_year_t1,wave_id_t2,wave_year_t2,time_diff_mean,time_diff_median,time_diff_min,time_diff_max,time_diff_sd,year_age_group,age_group,age_mean,age_median,age_min,age_max,age_sd,gender_group,prop_female,n,attrition_rate,varcode,cor_pearson,cor_spearman,icc2_1,cor_pearson_log,cor_spearman_log,icc2_1_log,coeff_var_t1,coeff_var_t2,skewness_t1,skewness_t2,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,item_num,continent,country,language,data_collect_mode,sample_type
SHARE,SHARE_Italy,W2,2007,W4,2011,4.214448219178082,4.16986301369863,3.421917808219178,4.835616438356165,0.1917684718789316,20,50-69,60.857600000000005,61,50,69,5.505871923776077,male,0,625,0.2857142857142857,ALC_3MO_ORD7A,0.5377667154039563,0.5345338025722853,0.5373579346831677,0.5274881223276835,0.5345338025722853,0.526868447520904,0.5030475163524342,0.5273553263943419,-0.7244169582891309,-0.6398706384828853,fre,dom,alc,ord,7,90,NA,NA,1,Asia,Italy,Italian,Interview,Older Adults
SHARE,SHARE_Italy,W2,2007,W4,2011,4.220341527491087,4.1726027397260275,3.421917808219178,4.835616438356165,0.18963018089587322,20,50-69,59.8107098381071,60,50,69,5.495092788784092,female,1,803,0.268003646308113,ALC_3MO_ORD7A,0.5350983682648112,0.5254041420981455,0.5348523340001707,0.5273384915650197,0.5254041420981455,0.5270163257704725,0.8443242083148539,0.868234537736822,0.6641167526223289,0.739901577969441,fre,dom,alc,ord,7,90,NA,NA,1,Asia,Italy,Italian,Interview,Older Adults
SHARE,SHARE_Italy,W2,2007,W4,2011,4.2177621733624955,4.16986301369863,3.421917808219178,4.835616438356165,0.19052448828844123,20,50-69,60.26890756302521,60,50,69,5.522378471042516,all,0.5623249299719888,1428,0.27586206896551724,ALC_3MO_ORD7A,0.5947088008000414,0.5933065810901901,0.59429978059128,0.5867196733420992,0.5933065810901901,0.5862069409511446,0.6985765239524673,0.7222803100068942,0.0554734948616144,0.12333497936711629,fre,dom,alc,ord,7,90,NA,NA,1,Asia,Italy,Italian,Interview,Older Adults
SHARE,SHARE_Italy,W2,2007,W4,2011,4.203359051068073,4.164383561643835,3.5835616438356164,4.835616438356165,0.19109237132512896,20,70-90,74.83908045977012,74,70,86,3.8526920554685664,male,0,261,0.4263736263736264,ALC_3MO_ORD7A,0.48995032119675136,0.5064789612346737,0.48653399596345387,0.472656485103625,0.5064789612346737,0.4696419872404839,0.5316535516095443,0.5918732935405896,-0.7471093311480749,-0.4704217896729887,fre,dom,alc,ord,7,90,NA,NA,1,Asia,Italy,Italian,Interview,Older Adults
SHARE,SHARE_Italy,W2,2007,W4,2011,4.220743639921722,4.16986301369863,3.506849315068493,4.835616438356165,0.1951336460799318,20,70-90,75.36842105263158,75,70,86,4.360151778923899,female,1,266,0.4328358208955224,ALC_3MO_ORD7A,0.44839459239502455,0.43142351336303963,0.4473792237951632,0.44004497342058174,0.43142351336303963,0.4388238440630326,0.9453240167207019,0.9900184261045515,1.0260680050252515,1.2249820974631929,fre,dom,alc,ord,7,90,NA,NA,1,Asia,Italy,Italian,Interview,Older Adults
SHARE,SHARE_Italy,W2,2007,W4,2011,4.21213381508149,4.16986301369863,3.506849315068493,4.835616438356165,0.1931551761590865,20,70-90,75.10626185958255,75,70,86,4.121272214855725,all,0.5047438330170778,527,0.4296536796536796,ALC_3MO_ORD7A,0.5589132878244099,0.557185454698292,0.5566354169872171,0.5461227293879465,0.557185454698292,0.5438617610726919,0.7442934944692718,0.796582628077467,0.11504777068893407,0.3040468921807332,fre,dom,alc,ord,7,90,NA,NA,1,Asia,Italy,Italian,Interview,Older Adults
SHARE,SHARE_Italy,W2,2007,W4,2011,4.211181545502335,4.16986301369863,3.421917808219178,4.835616438356165,0.19152840086590564,20,10-90,64.97629796839729,65,50,86,8.148793003225666,male,0,886,0.3338345864661654,ALC_3MO_ORD7A,0.5221223283831022,0.5241237738783571,0.5207682339792744,0.5097242570890178,0.5241237738783571,0.50825337149188,0.5113149817197548,0.5460912445751438,-0.7327662926835979,-0.5896080265889376,fre,dom,alc,ord,7,90,NA,NA,1,Asia,Italy,Italian,Interview,Older Adults
SHARE,SHARE_Italy,W2,2007,W4,2011,4.2204415854017965,4.16986301369863,3.421917808219178,4.835616438356165,0.19092245513980519,20,10-90,63.68194574368569,63,50,86,8.525016148394485,female,1,1069,0.31736909323116225,ALC_3MO_ORD7A,0.5180114142636117,0.5070343366186925,0.5174281099343278,0.510843235910152,0.5070343366186925,0.5101587612682662,0.8686587782462496,0.8977855501259401,0.747764821153884,0.8483762978818583,fre,dom,alc,ord,7,90,NA,NA,1,Asia,Italy,Italian,Interview,Older Adults
SHARE,SHARE_Italy,W2,2007,W4,2011,4.21624496373892,4.16986301369863,3.421917808219178,4.835616438356165,0.1912039494328435,20,10-90,64.2685421994885,64,50,86,8.379314081449179,all,0.5468030690537085,1955,0.3249309392265194,ALC_3MO_ORD7A,0.5847151527182725,0.5831150991440146,0.5838174178532253,0.575689053554948,0.5831150991440146,0.5746996412422218,0.7106655117793105,0.7417949226688998,0.07120076114199186,0.17141279226455514,fre,dom,alc,ord,7,90,NA,NA,1,Asia,Italy,Italian,Interview,Older Adults
SHARE,SHARE_Italy,W2,2007,W5,2013,6.214818384158234,6.249315068493151,5.586301369863014,6.923287671232877,0.18853096520764112,20,50-69,60.68676716917923,61,50,69,5.438556340443857,male,0,597,0.3177142857142857,ALC_3MO_ORD7A,0.3390106584918752,0.3408739289015549,0.32802004557345704,0.32405210374562493,0.3408739289015549,0.31297347544172577,0.4965187452599356,0.6095583809194535,-0.7443867058829303,-0.2786389818240762,fre,dom,alc,ord,7,90,NA,NA,1,Asia,Italy,Italian,Interview,Older Adults
