panel,sample,wave_id_t1,wave_year_t1,wave_id_t2,wave_year_t2,time_diff_mean,time_diff_median,time_diff_min,time_diff_max,time_diff_sd,year_age_group,age_group,age_mean,age_median,age_min,age_max,age_sd,gender_group,prop_female,n,attrition_rate,varcode,cor_pearson,cor_spearman,icc2_1,cor_pearson_log,cor_spearman_log,icc2_1_log,coeff_var_t1,coeff_var_t2,skewness_t1,skewness_t2,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,item_num,continent,country,language,data_collect_mode,sample_type
TWINLIFE,TWINLIFE,F2F_1,2015,F2F_2,2017,1.9819823453668222,2.0027397260273974,1.5041095890410958,2.5835616438356164,0.2084530300820662,20,10-29,20.106455266138166,19,15,29,3.295704826047721,male,0,883,0.5323093220338984,ALC_BEER_YR_ORD6A,0.636035433431143,0.6261732541132237,0.6255924776732564,0.6363950976363933,0.6261732541132237,0.6289634440784656,0.36047567563417365,0.36367513357428366,0.16687846593464156,0.022932866264768904,fre,dom,alc,ord,6,365,NA,NA,1,Europe,Germany,German,Interview,Lifespan
TWINLIFE,TWINLIFE,F2F_1,2015,F2F_2,2017,1.9886291790401383,2.0027397260273974,1.5013698630136987,2.5835616438356164,0.2149351440017765,20,10-29,20.234265734265723,21,15,29,3.2424913980620453,female,1,1144,0.49890494962768284,ALC_BEER_YR_ORD6A,0.554939984476774,0.5638597666694916,0.544451445443468,0.5733733583886973,0.5638597666694916,0.5664149440842051,0.43715158222060924,0.4512603691913935,0.5163005534795125,0.6115451365270179,fre,dom,alc,ord,6,365,NA,NA,1,Europe,Germany,German,Interview,Lifespan
TWINLIFE,TWINLIFE,F2F_1,2015,F2F_2,2017,1.9857336910610865,2.0027397260273974,1.5013698630136987,2.5835616438356164,0.21210943103977528,20,10-29,20.178589047853915,20,15,29,3.26558460701991,all,0.5643808584114455,2027,0.5140254135698873,ALC_BEER_YR_ORD6A,0.6457887443679124,0.6377983738487345,0.6359014368305338,0.648800907314713,0.6377983738487345,0.6420244724874106,0.4281900328894807,0.4338178491272102,0.3964752980273097,0.35113706119826094,fre,dom,alc,ord,6,365,NA,NA,1,Europe,Germany,German,Interview,Lifespan
TWINLIFE,TWINLIFE,F2F_1,2015,F2F_2,2017,2.000310755961441,2.0027397260273974,1.5041095890410958,2.5835616438356164,0.19381143925394712,20,30-49,42.53472222222225,43.5,30,49,4.872292406527797,male,0,864,0.392832044975404,ALC_BEER_YR_ORD6A,0.7486420345766425,0.744254951464468,0.7487264388421464,0.7348978680895579,0.744254951464468,0.7349612121472587,0.4130551767518086,0.4161883258647914,0.16018609919892088,0.1578800533873368,fre,dom,alc,ord,6,365,NA,NA,1,Europe,Germany,German,Interview,Lifespan
TWINLIFE,TWINLIFE,F2F_1,2015,F2F_2,2017,2.0031212911097556,2.0027397260273974,1.5041095890410958,2.5835616438356164,0.20053593219224758,20,30-49,41.392712550607314,42,30,49,5.0453803197852976,female,1,1235,0.38249999999999995,ALC_BEER_YR_ORD6A,0.631847289435509,0.6140039119242283,0.6236340317266091,0.6275309290825385,0.6140039119242283,0.6178745221896913,0.5275261253752024,0.4942776808149639,1.143778499105382,0.9064080776006461,fre,dom,alc,ord,6,365,NA,NA,1,Europe,Germany,German,Interview,Lifespan
TWINLIFE,TWINLIFE,F2F_1,2015,F2F_2,2017,2.001964405750945,2.0027397260273974,1.5041095890410958,2.5835616438356164,0.19775391103672224,20,30-49,41.862791805621676,43,30,49,5.005358617559871,all,0.5883754168651739,2099,0.3867952088810984,ALC_BEER_YR_ORD6A,0.751132285843785,0.7252278191836563,0.7491970195379002,0.7338188883412771,0.7252278191836563,0.7307820894456758,0.532584027850783,0.5009270303505221,0.7075019212933529,0.6287548828276882,fre,dom,alc,ord,6,365,NA,NA,1,Europe,Germany,German,Interview,Lifespan
TWINLIFE,TWINLIFE,F2F_1,2015,F2F_2,2017,1.984011619628058,2.0027397260273974,1.5013698630136987,2.4986301369863013,0.203475080422271,20,50-69,54.374220374220364,53,50,68,3.9217981453665787,male,0,481,0.47943722943722944,ALC_BEER_YR_ORD6A,0.7740964642736843,0.7727115739422891,0.7742536364855059,0.7796195809653901,0.7727115739422891,0.779667689279788,0.4106376573338106,0.40217995813981894,0.006808674103287072,0.007471109051549029,fre,dom,alc,ord,6,365,NA,NA,1,Europe,Germany,German,Interview,Lifespan
TWINLIFE,TWINLIFE,F2F_1,2015,F2F_2,2017,1.9757524485081184,2.0027397260273974,1.5835616438356164,2.5835616438356164,0.21180671770948226,20,50-69,53.44655581947744,53,50,66,3.149469912290703,female,1,421,0.5023640661938534,ALC_BEER_YR_ORD6A,0.703825146501794,0.6858297386846512,0.693354725183714,0.6950784556654702,0.6858297386846512,0.6801831428814694,0.5675201869511262,0.5039436050824279,0.9923375121474625,0.7571493751366065,fre,dom,alc,ord,6,365,NA,NA,1,Europe,Germany,German,Interview,Lifespan
TWINLIFE,TWINLIFE,F2F_1,2015,F2F_2,2017,1.980156729338153,2.0027397260273974,1.5013698630136987,2.5835616438356164,0.20733069704919876,20,50-69,53.94124168514412,53,50,68,3.6099944212931376,all,0.46674057649667405,902,0.49039548022598867,ALC_BEER_YR_ORD6A,0.7797693846858962,0.7772425688452391,0.7771305623906272,0.7748426841488832,0.7772425688452391,0.7699172186221278,0.5125558560588169,0.47128542643054444,0.3968988125361843,0.3398344425348425,fre,dom,alc,ord,6,365,NA,NA,1,Europe,Germany,German,Interview,Lifespan
TWINLIFE,TWINLIFE,F2F_1,2015,F2F_2,2017,1.9894756223302403,2.0027397260273974,1.5013698630136987,2.5835616438356164,0.2018546263504003,20,10-90,36.26926523297491,39,15,75,14.442069188177996,male,0,2232,0.4744525547445255,ALC_BEER_YR_ORD6A,0.7173969574987765,0.7117045661424303,0.7165419080457648,0.7120162386189884,0.7117045661424303,0.7113425709854968,0.39769950340276544,0.3942924946361434,0.18220527754190308,0.0900684402128743,fre,dom,alc,ord,6,365,NA,NA,1,Europe,Germany,German,Interview,Lifespan
