panel,sample,wave_id_t1,wave_year_t1,wave_id_t2,wave_year_t2,time_diff_mean,time_diff_median,time_diff_min,time_diff_max,time_diff_sd,year_age_group,age_group,age_mean,age_median,age_min,age_max,age_sd,gender_group,prop_female,n,attrition_rate,varcode,cor_pearson,cor_spearman,icc2_1,cor_pearson_log,cor_spearman_log,icc2_1_log,coeff_var_t1,coeff_var_t2,skewness_t1,skewness_t2,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,item_num,continent,country,language,data_collect_mode,sample_type
LSVAW,LSVAW_W,W1,1990,W2,1991,1.0013164393641578,1,1,1.0027397260273974,0.0013693247671550054,20,10-29,17.781456953642387,18,13,20,0.7362348564104112,female,1,1359,0.11118378024852849,ALC_DRUNK_YR_ORD5A,0.6374390623471542,0.6481854323833888,0.6357493912247248,0.6484387029728829,0.6481854323833888,0.6462047230404586,0.6089559739007047,0.5829113895390462,1.1726333161972968,0.9715277394585005,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_W,W1,1990,W2,1991,1.0013164393641578,1,1,1.0027397260273974,0.0013693247671550054,20,10-29,17.781456953642387,18,13,20,0.7362348564104112,all,1,1359,0.11118378024852849,ALC_DRUNK_YR_ORD5A,0.6374390623471542,0.6481854323833888,0.6357493912247248,0.6484387029728829,0.6481854323833888,0.6462047230404586,0.6089559739007047,0.5829113895390462,1.1726333161972968,0.9715277394585005,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_W,W1,1990,W2,1991,1.0013164393641578,1,1,1.0027397260273974,0.0013693247671550054,20,10-90,17.781456953642387,18,13,20,0.7362348564104112,female,1,1359,0.11118378024852849,ALC_DRUNK_YR_ORD5A,0.6374390623471542,0.6481854323833888,0.6357493912247248,0.6484387029728829,0.6481854323833888,0.6462047230404586,0.6089559739007047,0.5829113895390462,1.1726333161972968,0.9715277394585005,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_W,W1,1990,W2,1991,1.0013164393641578,1,1,1.0027397260273974,0.0013693247671550054,20,10-90,17.781456953642387,18,13,20,0.7362348564104112,all,1,1359,0.11118378024852849,ALC_DRUNK_YR_ORD5A,0.6374390623471542,0.6481854323833888,0.6357493912247248,0.6484387029728829,0.6481854323833888,0.6462047230404586,0.6089559739007047,0.5829113895390462,1.1726333161972968,0.9715277394585005,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_W,W1,1990,W3,1992,2.0018305142124797,2.0027397260273974,1.4876712328767123,2.0027397260273974,0.021630826643169867,20,10-29,17.781994704324802,18,13,20,0.7311546920573821,female,1,1133,0.25899280575539574,ALC_DRUNK_YR_ORD5A,0.5615989076423393,0.583339024178075,0.5606182545824927,0.5796162735776909,0.583339024178075,0.5780287608695245,0.6084129058665672,0.5780112198026516,1.1601952629005015,1.0268276952102586,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_W,W1,1990,W3,1992,2.0018305142124797,2.0027397260273974,1.4876712328767123,2.0027397260273974,0.021630826643169867,20,10-29,17.781994704324802,18,13,20,0.7311546920573821,all,1,1133,0.25899280575539574,ALC_DRUNK_YR_ORD5A,0.5615989076423393,0.583339024178075,0.5606182545824927,0.5796162735776909,0.583339024178075,0.5780287608695245,0.6084129058665672,0.5780112198026516,1.1601952629005015,1.0268276952102586,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_W,W1,1990,W3,1992,2.0018305142124797,2.0027397260273974,1.4876712328767123,2.0027397260273974,0.021630826643169867,20,10-90,17.781994704324802,18,13,20,0.7311546920573821,female,1,1133,0.25899280575539574,ALC_DRUNK_YR_ORD5A,0.5615989076423393,0.583339024178075,0.5606182545824927,0.5796162735776909,0.583339024178075,0.5780287608695245,0.6084129058665672,0.5780112198026516,1.1601952629005015,1.0268276952102586,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_W,W1,1990,W3,1992,2.0018305142124797,2.0027397260273974,1.4876712328767123,2.0027397260273974,0.021630826643169867,20,10-90,17.781994704324802,18,13,20,0.7311546920573821,all,1,1133,0.25899280575539574,ALC_DRUNK_YR_ORD5A,0.5615989076423393,0.583339024178075,0.5606182545824927,0.5796162735776909,0.583339024178075,0.5780287608695245,0.6084129058665672,0.5780112198026516,1.1601952629005015,1.0268276952102586,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_W,W1,1990,W4,1993,3.0027397260273974,3.0027397260273974,3.0027397260273974,3.0027397260273974,0,20,10-29,17.77297297297297,18,13,20,0.7329034978409752,female,1,925,0.395029431000654,ALC_DRUNK_YR_ORD5A,0.49763980327268814,0.49592620029529627,0.49542863235641477,0.5031405886057885,0.49592620029529627,0.502420463168589,0.6168678885934195,0.5697354767310255,1.2666148909296524,1.1724382968692368,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_W,W1,1990,W4,1993,3.0027397260273974,3.0027397260273974,3.0027397260273974,3.0027397260273974,0,20,10-29,17.77297297297297,18,13,20,0.7329034978409752,all,1,925,0.395029431000654,ALC_DRUNK_YR_ORD5A,0.49763980327268814,0.49592620029529627,0.49542863235641477,0.5031405886057885,0.49592620029529627,0.502420463168589,0.6168678885934195,0.5697354767310255,1.2666148909296524,1.1724382968692368,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
