panel,sample,wave_id_t1,wave_year_t1,wave_id_t2,wave_year_t2,time_diff_mean,time_diff_median,time_diff_min,time_diff_max,time_diff_sd,year_age_group,age_group,age_mean,age_median,age_min,age_max,age_sd,gender_group,prop_female,n,attrition_rate,varcode,cor_pearson,cor_spearman,icc2_1,cor_pearson_log,cor_spearman_log,icc2_1_log,coeff_var_t1,coeff_var_t2,skewness_t1,skewness_t2,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,item_num,continent,country,language,data_collect_mode,sample_type
LSVAW,LSVAW_M,W1,1991,W2,1992,1.0010151853031752,1,1,1.0027397260273974,0.0013241778280557235,20,10-29,18.505426356589155,19,16,21,0.9821631340948737,male,0,645,0.24028268551236753,ALC_DRUNK_PUBLIC_YR_ORD5A,0.6514489423682276,0.6888643398951226,0.6488499608345641,0.6751361168521731,0.6888643398951226,0.6724270049582348,0.6745474914192492,0.6536432074293596,0.8317164027280578,0.6883276941000694,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W2,1992,1.0010151853031752,1,1,1.0027397260273974,0.0013241778280557235,20,10-29,18.505426356589155,19,16,21,0.9821631340948737,all,0,645,0.24028268551236753,ALC_DRUNK_PUBLIC_YR_ORD5A,0.6514489423682276,0.6888643398951226,0.6488499608345641,0.6751361168521731,0.6888643398951226,0.6724270049582348,0.6745474914192492,0.6536432074293596,0.8317164027280578,0.6883276941000694,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W2,1992,1.0010151853031752,1,1,1.0027397260273974,0.0013241778280557235,20,10-90,18.505426356589155,19,16,21,0.9821631340948737,male,0,645,0.24028268551236753,ALC_DRUNK_PUBLIC_YR_ORD5A,0.6514489423682276,0.6888643398951226,0.6488499608345641,0.6751361168521731,0.6888643398951226,0.6724270049582348,0.6745474914192492,0.6536432074293596,0.8317164027280578,0.6883276941000694,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W2,1992,1.0010151853031752,1,1,1.0027397260273974,0.0013241778280557235,20,10-90,18.505426356589155,19,16,21,0.9821631340948737,all,0,645,0.24028268551236753,ALC_DRUNK_PUBLIC_YR_ORD5A,0.6514489423682276,0.6888643398951226,0.6488499608345641,0.6751361168521731,0.6888643398951226,0.6724270049582348,0.6745474914192492,0.6536432074293596,0.8317164027280578,0.6883276941000694,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W3,1993,2.0021556525666115,2.0027397260273974,2,2.0027397260273974,0.0011233132748897868,20,10-29,18.52747252747253,19,16,21,0.954246933527526,male,0,455,0.46407538280329796,ALC_DRUNK_PUBLIC_YR_ORD5A,0.5162267624720838,0.5315117262283001,0.4864383944686009,0.5293820896682321,0.5315117262283001,0.49789868310430013,0.6942094364098694,0.6021448142847654,1.0237208442429406,0.36216889849297745,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W3,1993,2.0021556525666115,2.0027397260273974,2,2.0027397260273974,0.0011233132748897868,20,10-29,18.52747252747253,19,16,21,0.954246933527526,all,0,455,0.46407538280329796,ALC_DRUNK_PUBLIC_YR_ORD5A,0.5162267624720838,0.5315117262283001,0.4864383944686009,0.5293820896682321,0.5315117262283001,0.49789868310430013,0.6942094364098694,0.6021448142847654,1.0237208442429406,0.36216889849297745,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W3,1993,2.0021556525666115,2.0027397260273974,2,2.0027397260273974,0.0011233132748897868,20,10-90,18.52747252747253,19,16,21,0.954246933527526,male,0,455,0.46407538280329796,ALC_DRUNK_PUBLIC_YR_ORD5A,0.5162267624720838,0.5315117262283001,0.4864383944686009,0.5293820896682321,0.5315117262283001,0.49789868310430013,0.6942094364098694,0.6021448142847654,1.0237208442429406,0.36216889849297745,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W3,1993,2.0021556525666115,2.0027397260273974,2,2.0027397260273974,0.0011233132748897868,20,10-90,18.52747252747253,19,16,21,0.954246933527526,all,0,455,0.46407538280329796,ALC_DRUNK_PUBLIC_YR_ORD5A,0.5162267624720838,0.5315117262283001,0.4864383944686009,0.5293820896682321,0.5315117262283001,0.49789868310430013,0.6942094364098694,0.6021448142847654,1.0237208442429406,0.36216889849297745,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W4,1994,3.0021166445228387,3.0027397260273974,3,3.0027397260273974,0.0011503337334800672,20,10-29,18.525083612040135,19,16,21,0.9908336143746984,male,0,299,0.6478209658421672,ALC_DRUNK_PUBLIC_YR_ORD5A,0.5643078313212497,0.5903897826748151,0.5535832580547939,0.5830330876024279,0.5903897826748151,0.5726685066591853,0.6904160653282143,0.6597404978734196,1.0921526292130905,0.7431100281295171,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W4,1994,3.0021166445228387,3.0027397260273974,3,3.0027397260273974,0.0011503337334800672,20,10-29,18.525083612040135,19,16,21,0.9908336143746984,all,0,299,0.6478209658421672,ALC_DRUNK_PUBLIC_YR_ORD5A,0.5643078313212497,0.5903897826748151,0.5535832580547939,0.5830330876024279,0.5903897826748151,0.5726685066591853,0.6904160653282143,0.6597404978734196,1.0921526292130905,0.7431100281295171,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W4,1994,3.0021166445228387,3.0027397260273974,3,3.0027397260273974,0.0011503337334800672,20,10-90,18.525083612040135,19,16,21,0.9908336143746984,male,0,299,0.6478209658421672,ALC_DRUNK_PUBLIC_YR_ORD5A,0.5643078313212497,0.5903897826748151,0.5535832580547939,0.5830330876024279,0.5903897826748151,0.5726685066591853,0.6904160653282143,0.6597404978734196,1.0921526292130905,0.7431100281295171,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W4,1994,3.0021166445228387,3.0027397260273974,3,3.0027397260273974,0.0011503337334800672,20,10-90,18.525083612040135,19,16,21,0.9908336143746984,all,0,299,0.6478209658421672,ALC_DRUNK_PUBLIC_YR_ORD5A,0.5643078313212497,0.5903897826748151,0.5535832580547939,0.5830330876024279,0.5903897826748151,0.5726685066591853,0.6904160653282143,0.6597404978734196,1.0921526292130905,0.7431100281295171,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W5,1995,4.002739726027397,4.002739726027397,4.002739726027397,4.002739726027397,0,20,10-29,18.791666666666668,19,18,21,0.7560941222350047,male,0,144,0.8303886925795053,ALC_DRUNK_PUBLIC_YR_ORD5A,0.47402478152814576,0.5069702790704824,0.46156700535868844,0.5055177756665006,0.5069702790704824,0.49432263460637077,0.7076176345334803,0.6929965433544005,1.3027547747433519,0.8445003665639439,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W5,1995,4.002739726027397,4.002739726027397,4.002739726027397,4.002739726027397,0,20,10-29,18.791666666666668,19,18,21,0.7560941222350047,all,0,144,0.8303886925795053,ALC_DRUNK_PUBLIC_YR_ORD5A,0.47402478152814576,0.5069702790704824,0.46156700535868844,0.5055177756665006,0.5069702790704824,0.49432263460637077,0.7076176345334803,0.6929965433544005,1.3027547747433519,0.8445003665639439,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W5,1995,4.002739726027397,4.002739726027397,4.002739726027397,4.002739726027397,0,20,10-90,18.791666666666668,19,18,21,0.7560941222350047,male,0,144,0.8303886925795053,ALC_DRUNK_PUBLIC_YR_ORD5A,0.47402478152814576,0.5069702790704824,0.46156700535868844,0.5055177756665006,0.5069702790704824,0.49432263460637077,0.7076176345334803,0.6929965433544005,1.3027547747433519,0.8445003665639439,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W1,1991,W5,1995,4.002739726027397,4.002739726027397,4.002739726027397,4.002739726027397,0,20,10-90,18.791666666666668,19,18,21,0.7560941222350047,all,0,144,0.8303886925795053,ALC_DRUNK_PUBLIC_YR_ORD5A,0.47402478152814576,0.5069702790704824,0.46156700535868844,0.5055177756665006,0.5069702790704824,0.49432263460637077,0.7076176345334803,0.6929965433544005,1.3027547747433519,0.8445003665639439,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W2,1992,W3,1993,1.001064441017267,1,1,1.0027397260273974,0.001336857249760324,20,10-29,19.523178807947016,20,17,22,0.9465898534742221,male,0,453,0.2998454404945904,ALC_DRUNK_PUBLIC_YR_ORD5A,0.5493180709548573,0.5802731616607678,0.5360763078145898,0.5802933466862539,0.5802731616607678,0.5665062236358469,0.6576435553181104,0.6021890998179492,0.7914783226828218,0.36703879309006615,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
LSVAW,LSVAW_M,W2,1992,W3,1993,1.001064441017267,1,1,1.0027397260273974,0.001336857249760324,20,10-29,19.523178807947016,20,17,22,0.9465898534742221,all,0,453,0.2998454404945904,ALC_DRUNK_PUBLIC_YR_ORD5A,0.5493180709548573,0.5802731616607678,0.5360763078145898,0.5802933466862539,0.5802731616607678,0.5665062236358469,0.6576435553181104,0.6021890998179492,0.7914783226828218,0.36703879309006615,fre,dom,alc,ord,5,365,NA,NA,1,N.America,U.S.A.,English,Interview,Adolescents
