row_id,r2_increment,r2_with,r2_without,r2adj_increment,r2adj_with,r2adj_without,x,n_reg_with,supple
1,0.08952089239814504,0.49709544550138063,0.4075745531032356,0.08935959737521992,0.4967229644849911,0.40736336710977117,panel,8,age_group;domain_name;gender_group;measure_category;sample_size;scale_type;time_diff_mean
2,0.11875249440682534,0.4776122582174654,0.35885976381064005,0.11858277301278264,0.4772755343079298,0.35869276129514716,panel,7,domain_name;gender_group;measure_category;sample_size;scale_type;time_diff_mean
3,0.08911501300277452,0.4961828443017942,0.4070678312990197,0.08895200575268947,0.4958166026957921,0.4068645969431026,panel,7,age_group;domain_name;measure_category;sample_size;scale_type;time_diff_mean
4,0.11810388220268253,0.4761113283454546,0.3580074461427721,0.11793180133268932,0.47578082641314745,0.3578490250804581,panel,6,domain_name;measure_category;sample_size;scale_type;time_diff_mean
5,0.08877725965585342,0.4963003171473156,0.40752305749146217,0.08861418176668356,0.4959341609362691,0.4073199791695855,panel,7,age_group;domain_name;gender_group;measure_category;scale_type;time_diff_mean
6,0.11327598265851407,0.4718562070328849,0.3585802243743708,0.1131010760488892,0.47152302070236096,0.35842194465347177,panel,6,domain_name;gender_group;measure_category;scale_type;time_diff_mean
7,0.08868759073193194,0.49564763013903235,0.4069600394071004,0.08852302032956938,0.49528792196137805,0.4067649016318087,panel,6,age_group;domain_name;measure_category;scale_type;time_diff_mean
8,0.11326991183482654,0.4711062049035193,0.35783629306869275,0.11309316802778702,0.47077980336780967,0.35768663534002265,panel,5,domain_name;measure_category;scale_type;time_diff_mean
9,0.08935963658380075,0.49654673254353826,0.4071870959597375,0.08919563271634046,0.4961876656129699,0.40699203289662944,panel,7,age_group;domain_name;gender_group;sample_size;scale_type;time_diff_mean
10,0.118934946783741,0.47708028103466493,0.35814533425092393,0.11876181779550132,0.4767575663405136,0.35799574854501226,panel,6,domain_name;gender_group;sample_size;scale_type;time_diff_mean
11,0.0889558194713439,0.4956301888944826,0.4066743694231387,0.0887901159490968,0.4952773908205791,0.4064872748714823,panel,6,age_group;domain_name;sample_size;scale_type;time_diff_mean
12,0.11828243865875038,0.47557587440286897,0.3572934357441186,0.11810696341670579,0.47525942768839147,0.3571524642716857,panel,5,domain_name;sample_size;scale_type;time_diff_mean
13,0.08862024942255264,0.49575851575572183,0.4071382663331692,0.08845448938121891,0.4954058074442673,0.4069513180630484,panel,6,age_group;domain_name;gender_group;scale_type;time_diff_mean
14,0.11345149352448919,0.47133772927172507,0.3578862357472359,0.11327333088639535,0.47101872518614896,0.3577453942997536,panel,5,domain_name;gender_group;scale_type;time_diff_mean
15,0.08853118834373297,0.4951013270469292,0.40657013870319625,0.08836393894183958,0.49475508865479,0.40639114971295043,panel,5,age_group;domain_name;scale_type;time_diff_mean
